Transaction_ID,Date,Type,Category,Amount,Vendor_ID,Employee_ID,Program_ID,Grant_ID,State,Payment_Method,Status,Description
T019445,2025-04-01,Income,CSR Grant,6588717,,,P002,G009,Uttar Pradesh,NEFT,Completed,CSR Grant
T019446,2025-03-20,Expense,IT Equipment,-369681,V018,,P004,G018,Karnataka,Cheque,Completed,IT Equipment
T019447,2026-05-09,Income,Government Grant,32863045,,,P004,G023,Karnataka,RTGS,Failed,Government Grant
T019448,2025-07-17,Expense,Salary,-68333,,E081,P002,G013,Gujarat,Cheque,Completed,Salary
T019449,2024-11-25,Income,Government Grant,15310432,,,P004,G009,Rajasthan,Bank Transfer,Pending,Government Grant
T019450,2025-12-04,Income,CSR Grant,10705013,,,P006,G012,Uttar Pradesh,Bank Transfer,Completed,CSR Grant
T019451,2025-01-07,Expense,Salary,-123182,,E066,P004,G023,Gujarat,NEFT,Failed,Salary
T019452,2025-11-29,Expense,Office Supplies,-10218,V063,,P007,G017,Madhya Pradesh,UPI,Completed,Office Supplies
T019453,2025-08-10,Expense,Training,-72765,V037,,P008,G023,Delhi,RTGS,Failed,Training
T019454,2025-07-16,Expense,Consulting,-76973,V105,,P015,G002,Uttar Pradesh,RTGS,Failed,Consulting
T019455,2026-04-10,Expense,Nutrition Kits,-332166,V119,,P011,G009,Madhya Pradesh,NEFT,Completed,Nutrition Kits
T019456,2025-03-15,Expense,Rent,-191615,V044,,P010,G004,Gujarat,RTGS,Completed,Rent
T019457,2024-07-31,Income,Individual Donation,16807,,,P004,G018,Gujarat,Cheque,Pending,Individual Donation
T019458,2025-04-27,Income,CSR Grant,13866256,,,P013,G008,Gujarat,RTGS,Pending,CSR Grant
T019459,2024-08-07,Expense,Consulting,-274921,V044,,P002,G018,Rajasthan,Cheque,Failed,Consulting
T019460,2026-07-07,Expense,Training,-25916,V028,,P013,G005,Maharashtra,NEFT,Pending,Training
T019461,2025-07-05,Expense,Office Supplies,-32441,V098,,P001,G015,Tamil Nadu,Cheque,Completed,Office Supplies
T019462,2026-03-14,Income,Corporate Donation,1266547,,,P009,G021,Maharashtra,UPI,Failed,Corporate Donation
T019463,2024-08-17,Income,Corporate Donation,1712356,,,P012,G015,Delhi,Bank Transfer,Pending,Corporate Donation
T019464,2026-01-12,Expense,Training,-80884,V048,,P014,G019,Maharashtra,UPI,Completed,Training
T019465,2026-05-18,Income,Government Grant,4773590,,,P012,G024,Delhi,RTGS,Completed,Government Grant
T019466,2025-11-09,Income,CSR Grant,11732816,,,P009,G001,Rajasthan,NEFT,Completed,CSR Grant
T019467,2025-11-17,Expense,Rent,-55601,V026,,P013,G001,Gujarat,Bank Transfer,Failed,Rent
T019468,2025-12-30,Expense,IT Equipment,-215933,V057,,P014,G023,Madhya Pradesh,Bank Transfer,Pending,IT Equipment
T019469,2025-02-14,Income,International NGO,3088056,,,P013,G021,Maharashtra,Cheque,Completed,International NGO
T019470,2026-06-18,Expense,Consulting,-79558,V023,,P010,G017,Maharashtra,Cheque,Completed,Consulting
T019471,2024-11-17,Expense,Training,-27574,V098,,P011,G021,Tamil Nadu,NEFT,Pending,Training
T019472,2025-12-22,Expense,Consulting,-115563,V120,,P014,G007,Delhi,Bank Transfer,Completed,Consulting
T019473,2026-04-10,Income,Government Grant,19895956,,,P015,G003,Gujarat,UPI,Pending,Government Grant
T019474,2024-12-21,Expense,IT Equipment,-439785,V091,,P002,G010,Gujarat,RTGS,Completed,IT Equipment
T019475,2025-10-01,Expense,Salary,-92354,,E104,P006,G022,Karnataka,UPI,Completed,Salary
T019476,2026-01-06,Expense,Office Supplies,-39192,V118,,P003,G004,Karnataka,Bank Transfer,Pending,Office Supplies
T019477,2025-12-25,Income,Individual Donation,92057,,,P011,G008,Gujarat,Cheque,Completed,Individual Donation
T019478,2026-05-12,Expense,Utilities,-21964,V092,,P006,G013,Madhya Pradesh,NEFT,Completed,Utilities
T019479,2025-01-03,Expense,IT Equipment,-490522,V028,,P015,G014,Madhya Pradesh,Bank Transfer,Completed,IT Equipment
T019480,2025-03-21,Expense,Rent,-149107,V011,,P010,G016,Gujarat,NEFT,Completed,Rent
T019481,2026-02-15,Expense,Rent,-135732,V072,,P003,G002,Uttar Pradesh,RTGS,Failed,Rent
T019482,2025-03-22,Income,Government Grant,45064869,,,P003,G021,Gujarat,NEFT,Completed,Government Grant
T019483,2025-02-18,Expense,Medicines,-425991,V062,,P009,G011,Gujarat,Cheque,Completed,Medicines
T019484,2025-04-29,Expense,IT Equipment,-226427,V094,,P009,G018,Rajasthan,NEFT,Completed,IT Equipment
T019485,2025-06-10,Income,International NGO,24150602,,,P001,G015,Tamil Nadu,RTGS,Pending,International NGO
T019486,2024-08-16,Expense,Utilities,-15534,V068,,P007,G012,Karnataka,Bank Transfer,Failed,Utilities
T019487,2025-09-28,Expense,Consulting,-279269,V007,,P006,G015,Rajasthan,Bank Transfer,Completed,Consulting
T019488,2026-03-18,Income,Corporate Donation,600218,,,P004,G016,Delhi,Cheque,Completed,Corporate Donation
T019489,2024-09-24,Expense,Rent,-114823,V095,,P015,G007,Delhi,Bank Transfer,Completed,Rent
T019490,2025-10-31,Expense,Travel,-35742,V007,,P013,G024,Karnataka,NEFT,Pending,Travel
T019491,2026-07-06,Income,International NGO,6269628,,,P003,G005,Karnataka,RTGS,Completed,International NGO
T019492,2026-03-03,Income,International NGO,7689785,,,P011,G005,Rajasthan,Bank Transfer,Failed,International NGO
T019493,2025-01-19,Expense,Consulting,-189593,V112,,P011,G017,Delhi,Bank Transfer,Failed,Consulting
T019494,2025-10-12,Income,CSR Grant,15559422,,,P013,G007,Karnataka,Bank Transfer,Pending,CSR Grant
T019495,2025-12-07,Expense,Consulting,-63531,V048,,P005,G003,Uttar Pradesh,Bank Transfer,Completed,Consulting
T019496,2026-03-21,Expense,Consulting,-202130,V024,,P009,G012,Delhi,RTGS,Completed,Consulting
T019497,2024-10-05,Income,International NGO,5335883,,,P003,G012,Gujarat,RTGS,Completed,International NGO
T019498,2025-09-20,Expense,Utilities,-19240,V039,,P011,G005,Maharashtra,RTGS,Pending,Utilities
T019499,2025-06-23,Income,CSR Grant,3647856,,,P003,G010,Delhi,UPI,Completed,CSR Grant
T019500,2024-09-19,Expense,IT Equipment,-55013,V016,,P013,G009,Maharashtra,Bank Transfer,Completed,IT Equipment
T019501,2025-05-19,Income,International NGO,13106557,,,P003,G024,Gujarat,RTGS,Completed,International NGO
T019502,2026-06-07,Income,Corporate Donation,2748708,,,P004,G022,Tamil Nadu,Bank Transfer,Completed,Corporate Donation
T019503,2025-12-05,Expense,Training,-90604,V010,,P008,G001,Karnataka,Bank Transfer,Completed,Training
T019504,2025-03-22,Expense,Training,-25319,V080,,P010,G014,Madhya Pradesh,NEFT,Failed,Training
T019505,2024-09-26,Income,Government Grant,36127214,,,P007,G019,Maharashtra,Cheque,Completed,Government Grant
T019506,2025-07-12,Income,Corporate Donation,3372961,,,P011,G008,Delhi,Cheque,Failed,Corporate Donation
T019507,2025-07-25,Expense,Office Supplies,-9839,V043,,P001,G022,Tamil Nadu,Bank Transfer,Failed,Office Supplies
T019508,2026-06-06,Expense,Travel,-45302,V077,,P006,G024,Maharashtra,RTGS,Failed,Travel
T019509,2026-06-28,Income,International NGO,7265243,,,P009,G018,Delhi,NEFT,Completed,International NGO
T019510,2024-07-28,Expense,IT Equipment,-398643,V095,,P015,G020,Rajasthan,Bank Transfer,Failed,IT Equipment
T019511,2025-10-03,Expense,Rent,-148376,V074,,P015,G021,Delhi,Cheque,Failed,Rent
T019512,2025-08-14,Income,CSR Grant,11973597,,,P007,G020,Rajasthan,UPI,Completed,CSR Grant
T019513,2026-01-18,Income,Corporate Donation,4300439,,,P004,G017,Uttar Pradesh,Bank Transfer,Completed,Corporate Donation
T019514,2025-05-08,Expense,Office Supplies,-12512,V067,,P010,G023,Gujarat,Bank Transfer,Pending,Office Supplies
T019515,2024-11-10,Expense,Medicines,-103675,V015,,P010,G008,Rajasthan,Cheque,Completed,Medicines
T019516,2024-08-28,Expense,Office Supplies,-38816,V021,,P010,G004,Tamil Nadu,Cheque,Completed,Office Supplies
T019517,2026-01-10,Income,CSR Grant,14786724,,,P012,G014,Tamil Nadu,NEFT,Completed,CSR Grant
T019518,2025-02-12,Expense,Rent,-88032,V050,,P003,G025,Maharashtra,NEFT,Failed,Rent
T019519,2024-09-26,Expense,Nutrition Kits,-266543,V091,,P015,G004,Tamil Nadu,RTGS,Completed,Nutrition Kits
T019520,2024-09-14,Income,Government Grant,4638235,,,P008,G005,Delhi,UPI,Completed,Government Grant
T019521,2025-05-10,Income,Government Grant,18516669,,,P013,G014,Gujarat,Bank Transfer,Pending,Government Grant
T019522,2025-01-22,Expense,Medicines,-437201,V065,,P009,G003,Madhya Pradesh,UPI,Pending,Medicines
T019523,2025-04-25,Income,Corporate Donation,3144860,,,P006,G016,Madhya Pradesh,NEFT,Pending,Corporate Donation
T019524,2024-11-03,Income,CSR Grant,19026049,,,P008,G020,Uttar Pradesh,NEFT,Completed,CSR Grant
T019525,2025-04-29,Income,International NGO,21759190,,,P009,G007,Delhi,RTGS,Failed,International NGO
T019526,2025-03-14,Expense,Salary,-47604,,E241,P008,G002,Tamil Nadu,RTGS,Completed,Salary
T019527,2025-08-28,Income,International NGO,8051712,,,P011,G016,Maharashtra,Cheque,Completed,International NGO
T019528,2024-11-24,Income,International NGO,20576943,,,P002,G014,Madhya Pradesh,NEFT,Pending,International NGO
T019529,2026-05-12,Expense,Nutrition Kits,-398233,V090,,P015,G019,Delhi,RTGS,Pending,Nutrition Kits
T019530,2025-05-06,Expense,IT Equipment,-125728,V084,,P002,G019,Delhi,UPI,Completed,IT Equipment
T019531,2025-06-11,Income,International NGO,5482440,,,P015,G024,Delhi,Bank Transfer,Pending,International NGO
T019532,2025-08-24,Income,Individual Donation,63803,,,P008,G024,Rajasthan,NEFT,Completed,Individual Donation
T019533,2025-08-21,Income,Corporate Donation,4413794,,,P006,G023,Rajasthan,NEFT,Completed,Corporate Donation
T019534,2026-03-03,Income,CSR Grant,1603660,,,P011,G012,Madhya Pradesh,Cheque,Completed,CSR Grant
T019535,2026-04-09,Expense,IT Equipment,-380396,V062,,P001,G013,Gujarat,Cheque,Pending,IT Equipment
T019536,2026-04-27,Income,CSR Grant,16831961,,,P015,G013,Maharashtra,Bank Transfer,Failed,CSR Grant
T019537,2025-03-05,Expense,Rent,-181089,V076,,P006,G024,Rajasthan,NEFT,Failed,Rent
T019538,2025-01-13,Income,Individual Donation,97737,,,P014,G003,Madhya Pradesh,NEFT,Completed,Individual Donation
T019539,2024-11-24,Expense,Medicines,-407943,V094,,P013,G025,Gujarat,Cheque,Failed,Medicines
T019540,2026-02-27,Expense,Rent,-75951,V043,,P014,G022,Karnataka,UPI,Completed,Rent
T019541,2024-10-03,Expense,Utilities,-25015,V064,,P005,G025,Maharashtra,Cheque,Completed,Utilities
T019542,2025-11-26,Expense,Salary,-125659,,E023,P008,G005,Delhi,UPI,Failed,Salary
T019543,2024-09-19,Expense,Consulting,-97263,V014,,P004,G012,Tamil Nadu,RTGS,Completed,Consulting
T019544,2025-04-06,Income,Government Grant,37221535,,,P005,G007,Madhya Pradesh,UPI,Completed,Government Grant
T019545,2026-05-22,Income,International NGO,24819667,,,P009,G023,Uttar Pradesh,NEFT,Failed,International NGO
T019546,2026-04-15,Income,Corporate Donation,3081087,,,P001,G020,Uttar Pradesh,Bank Transfer,Completed,Corporate Donation
T019547,2025-01-05,Expense,Utilities,-15315,V010,,P004,G007,Madhya Pradesh,NEFT,Pending,Utilities
T019548,2025-01-09,Expense,Travel,-37146,V077,,P002,G008,Rajasthan,RTGS,Completed,Travel
T019549,2024-09-19,Expense,Office Supplies,-12111,V090,,P009,G012,Tamil Nadu,RTGS,Failed,Office Supplies
T019550,2024-07-24,Income,Government Grant,24965886,,,P008,G003,Karnataka,UPI,Completed,Government Grant
T019551,2025-01-27,Income,Individual Donation,30833,,,P010,G006,Uttar Pradesh,NEFT,Completed,Individual Donation
T019552,2025-10-05,Expense,Travel,-18752,V116,,P001,G011,Karnataka,UPI,Failed,Travel
T019553,2025-10-17,Income,Government Grant,19556759,,,P002,G020,Maharashtra,NEFT,Pending,Government Grant
T019554,2025-06-05,Expense,Training,-24955,V004,,P009,G022,Tamil Nadu,Cheque,Completed,Training
T019555,2025-04-22,Expense,Utilities,-32823,V001,,P015,G007,Tamil Nadu,Cheque,Completed,Utilities
T019556,2026-02-06,Income,Individual Donation,3037,,,P012,G016,Uttar Pradesh,NEFT,Completed,Individual Donation
T019557,2026-01-03,Expense,Travel,-27976,V046,,P009,G023,Tamil Nadu,Cheque,Completed,Travel
T019558,2025-12-13,Expense,Consulting,-156389,V065,,P015,G018,Karnataka,NEFT,Pending,Consulting
T019559,2026-06-23,Expense,Training,-94568,V031,,P011,G020,Gujarat,UPI,Failed,Training
T019560,2026-04-20,Income,Government Grant,4662968,,,P001,G004,Tamil Nadu,Bank Transfer,Completed,Government Grant
T019561,2024-09-13,Expense,IT Equipment,-65339,V014,,P011,G001,Madhya Pradesh,Cheque,Completed,IT Equipment
T019562,2026-05-30,Income,Corporate Donation,3956712,,,P009,G014,Rajasthan,NEFT,Completed,Corporate Donation
T019563,2024-10-08,Income,Government Grant,41432012,,,P013,G011,Gujarat,RTGS,Completed,Government Grant
T019564,2026-04-25,Income,Individual Donation,78634,,,P008,G007,Maharashtra,Bank Transfer,Pending,Individual Donation
T019565,2025-05-13,Income,International NGO,2523710,,,P012,G006,Tamil Nadu,UPI,Failed,International NGO
T019566,2025-11-09,Income,Corporate Donation,2413466,,,P002,G019,Madhya Pradesh,UPI,Completed,Corporate Donation
T019567,2026-05-26,Expense,Utilities,-28023,V052,,P007,G007,Madhya Pradesh,Cheque,Completed,Utilities
T019568,2025-03-27,Income,Corporate Donation,3425936,,,P001,G012,Madhya Pradesh,NEFT,Pending,Corporate Donation
T019569,2025-08-14,Income,CSR Grant,9546257,,,P003,G011,Madhya Pradesh,UPI,Completed,CSR Grant
T019570,2026-04-14,Expense,IT Equipment,-163322,V051,,P008,G015,Uttar Pradesh,Cheque,Completed,IT Equipment
T019571,2025-12-22,Expense,Office Supplies,-31974,V096,,P003,G015,Maharashtra,UPI,Completed,Office Supplies
T019572,2026-06-30,Expense,Utilities,-59403,V083,,P014,G007,Uttar Pradesh,NEFT,Completed,Utilities
T019573,2026-06-18,Income,Individual Donation,76342,,,P012,G016,Uttar Pradesh,Bank Transfer,Completed,Individual Donation
T019574,2025-03-23,Expense,Consulting,-163069,V101,,P001,G005,Maharashtra,Bank Transfer,Completed,Consulting
T019575,2025-10-21,Expense,Utilities,-29038,V085,,P006,G023,Madhya Pradesh,UPI,Failed,Utilities
T019576,2026-06-25,Income,Individual Donation,50103,,,P001,G005,Rajasthan,Bank Transfer,Completed,Individual Donation
T019577,2026-07-15,Income,Government Grant,49094176,,,P006,G004,Karnataka,Cheque,Completed,Government Grant
T019578,2025-08-14,Expense,Salary,-35709,,E189,P005,G009,Tamil Nadu,Cheque,Completed,Salary
T019579,2026-03-19,Expense,Rent,-84766,V032,,P002,G016,Rajasthan,UPI,Pending,Rent
T019580,2025-05-14,Expense,Rent,-86039,V044,,P012,G018,Madhya Pradesh,RTGS,Completed,Rent
T019581,2025-10-02,Income,International NGO,27638414,,,P007,G022,Rajasthan,Cheque,Failed,International NGO
T019582,2026-05-25,Expense,Office Supplies,-36421,V080,,P011,G010,Karnataka,NEFT,Pending,Office Supplies
T019583,2024-07-28,Income,Individual Donation,73170,,,P008,G016,Tamil Nadu,RTGS,Failed,Individual Donation
T019584,2025-01-24,Income,Government Grant,5843788,,,P013,G008,Gujarat,Cheque,Completed,Government Grant
T019585,2025-09-09,Expense,Utilities,-53204,V057,,P012,G021,Tamil Nadu,RTGS,Completed,Utilities
T019586,2026-02-04,Income,Government Grant,10643882,,,P015,G018,Tamil Nadu,Cheque,Completed,Government Grant
T019587,2026-05-09,Expense,Consulting,-288979,V055,,P009,G010,Rajasthan,UPI,Completed,Consulting
T019588,2025-06-23,Expense,Office Supplies,-17238,V100,,P005,G019,Karnataka,UPI,Completed,Office Supplies
T019589,2025-09-08,Expense,Medicines,-112610,V080,,P011,G003,Delhi,NEFT,Pending,Medicines
T019590,2025-09-04,Income,Corporate Donation,4889830,,,P011,G004,Maharashtra,NEFT,Pending,Corporate Donation
T019591,2026-07-01,Expense,Training,-70439,V071,,P009,G018,Maharashtra,RTGS,Completed,Training
T019592,2026-03-11,Income,Corporate Donation,1922392,,,P011,G003,Karnataka,RTGS,Pending,Corporate Donation
T019593,2026-01-17,Expense,Travel,-21453,V071,,P001,G013,Madhya Pradesh,Bank Transfer,Completed,Travel
T019594,2025-12-25,Income,International NGO,10297523,,,P002,G022,Maharashtra,Bank Transfer,Failed,International NGO
T019595,2025-08-07,Expense,Nutrition Kits,-201981,V103,,P007,G011,Maharashtra,NEFT,Completed,Nutrition Kits
T019596,2024-09-08,Income,Corporate Donation,1339437,,,P005,G020,Karnataka,RTGS,Pending,Corporate Donation
T019597,2026-05-28,Expense,Nutrition Kits,-185621,V056,,P005,G020,Delhi,RTGS,Pending,Nutrition Kits
T019598,2026-05-18,Income,International NGO,16752261,,,P002,G025,Gujarat,Cheque,Pending,International NGO
T019599,2025-12-09,Expense,Medicines,-250216,V060,,P004,G022,Karnataka,UPI,Failed,Medicines
T019600,2025-02-26,Expense,Nutrition Kits,-134438,V028,,P010,G024,Rajasthan,Bank Transfer,Completed,Nutrition Kits
T019601,2025-04-04,Expense,Salary,-32159,,E039,P005,G008,Madhya Pradesh,Bank Transfer,Completed,Salary
T019602,2026-07-08,Income,Individual Donation,38108,,,P007,G017,Madhya Pradesh,Cheque,Completed,Individual Donation
T019603,2025-05-19,Income,Corporate Donation,4784818,,,P012,G001,Karnataka,Cheque,Pending,Corporate Donation
T019604,2026-05-21,Expense,Medicines,-372090,V106,,P007,G023,Gujarat,RTGS,Completed,Medicines
T019605,2025-06-25,Expense,Rent,-100389,V106,,P006,G009,Maharashtra,UPI,Failed,Rent
T019606,2025-12-06,Income,International NGO,29994634,,,P013,G009,Rajasthan,Cheque,Failed,International NGO
T019607,2026-02-12,Income,Individual Donation,80548,,,P011,G010,Delhi,UPI,Completed,Individual Donation
T019608,2025-04-01,Income,Individual Donation,30692,,,P011,G017,Madhya Pradesh,UPI,Pending,Individual Donation
T019609,2025-06-25,Income,CSR Grant,19676815,,,P007,G011,Madhya Pradesh,NEFT,Completed,CSR Grant
T019610,2025-04-01,Income,Government Grant,46915379,,,P011,G025,Tamil Nadu,Bank Transfer,Completed,Government Grant
T019611,2026-04-20,Income,Individual Donation,67706,,,P003,G023,Gujarat,Cheque,Completed,Individual Donation
T019612,2024-10-30,Expense,Utilities,-29531,V116,,P001,G016,Rajasthan,Cheque,Completed,Utilities
T019613,2025-11-09,Income,Government Grant,49462661,,,P003,G009,Tamil Nadu,Bank Transfer,Completed,Government Grant
T019614,2025-07-13,Income,CSR Grant,6778622,,,P005,G018,Rajasthan,Bank Transfer,Completed,CSR Grant
T019615,2024-10-04,Expense,Nutrition Kits,-310852,V071,,P008,G017,Madhya Pradesh,RTGS,Completed,Nutrition Kits
T019616,2025-08-04,Income,CSR Grant,8873598,,,P008,G022,Madhya Pradesh,RTGS,Completed,CSR Grant
T019617,2025-07-24,Income,CSR Grant,4778013,,,P015,G018,Karnataka,Cheque,Pending,CSR Grant
T019618,2024-11-13,Expense,Rent,-64807,V012,,P006,G024,Karnataka,RTGS,Completed,Rent
T019619,2026-07-03,Expense,Consulting,-251532,V028,,P010,G008,Madhya Pradesh,Cheque,Failed,Consulting
T019620,2024-10-05,Expense,Utilities,-57370,V047,,P015,G014,Delhi,Bank Transfer,Completed,Utilities
T019621,2025-11-22,Income,Government Grant,40704242,,,P014,G007,Uttar Pradesh,Bank Transfer,Failed,Government Grant
T019622,2026-02-22,Income,Government Grant,36159780,,,P012,G010,Madhya Pradesh,Cheque,Completed,Government Grant
T019623,2026-02-18,Expense,Training,-76606,V071,,P004,G017,Gujarat,NEFT,Pending,Training
T019624,2024-07-20,Income,Corporate Donation,127494,,,P014,G016,Rajasthan,UPI,Failed,Corporate Donation
T019625,2025-04-09,Income,Government Grant,46957216,,,P011,G009,Madhya Pradesh,RTGS,Pending,Government Grant
T019626,2026-03-16,Income,Government Grant,26046054,,,P004,G010,Gujarat,NEFT,Completed,Government Grant
T019627,2025-01-24,Income,CSR Grant,1544649,,,P002,G022,Gujarat,Cheque,Completed,CSR Grant
T019628,2025-09-29,Expense,IT Equipment,-50308,V096,,P012,G007,Tamil Nadu,Bank Transfer,Completed,IT Equipment
T019629,2026-04-09,Expense,Office Supplies,-32956,V052,,P002,G005,Delhi,UPI,Pending,Office Supplies
T019630,2024-08-24,Income,International NGO,6023021,,,P012,G009,Madhya Pradesh,Bank Transfer,Completed,International NGO
T019631,2025-02-16,Expense,Travel,-5009,V064,,P011,G004,Maharashtra,UPI,Completed,Travel
T019632,2024-12-12,Expense,IT Equipment,-112308,V093,,P005,G011,Gujarat,RTGS,Completed,IT Equipment
T019633,2024-12-29,Income,International NGO,6956358,,,P009,G020,Gujarat,NEFT,Completed,International NGO
T019634,2025-01-02,Expense,IT Equipment,-423555,V097,,P005,G023,Maharashtra,Cheque,Completed,IT Equipment
T019635,2025-10-30,Income,CSR Grant,11669067,,,P010,G009,Rajasthan,Bank Transfer,Failed,CSR Grant
T019636,2024-12-02,Income,Individual Donation,5916,,,P004,G012,Gujarat,RTGS,Completed,Individual Donation
T019637,2025-07-24,Expense,Rent,-162723,V055,,P003,G022,Uttar Pradesh,Cheque,Failed,Rent
T019638,2024-08-04,Income,Individual Donation,10172,,,P002,G016,Rajasthan,Cheque,Pending,Individual Donation
T019639,2025-01-16,Expense,Consulting,-147556,V066,,P010,G020,Rajasthan,UPI,Completed,Consulting
T019640,2025-03-20,Expense,Office Supplies,-35459,V094,,P001,G017,Uttar Pradesh,NEFT,Completed,Office Supplies
T019641,2026-02-06,Expense,Consulting,-51340,V062,,P007,G014,Maharashtra,Bank Transfer,Completed,Consulting
T019642,2025-07-26,Income,International NGO,11420428,,,P011,G016,Rajasthan,NEFT,Failed,International NGO
T019643,2026-02-03,Expense,Travel,-27467,V059,,P012,G020,Delhi,UPI,Completed,Travel
T019644,2026-03-23,Expense,Utilities,-60300,V119,,P007,G009,Rajasthan,Cheque,Failed,Utilities
T019645,2026-01-04,Income,Corporate Donation,1517897,,,P005,G019,Tamil Nadu,RTGS,Completed,Corporate Donation
T019646,2026-07-05,Expense,Consulting,-287990,V077,,P003,G020,Tamil Nadu,Cheque,Completed,Consulting
T019647,2025-01-28,Expense,Travel,-41542,V023,,P015,G008,Gujarat,Cheque,Failed,Travel
T019648,2025-03-05,Income,Individual Donation,16565,,,P003,G013,Madhya Pradesh,Cheque,Failed,Individual Donation
T019649,2025-04-27,Expense,Office Supplies,-46619,V080,,P005,G016,Karnataka,NEFT,Pending,Office Supplies
T019650,2024-10-29,Income,International NGO,15212036,,,P005,G007,Rajasthan,Cheque,Completed,International NGO
T019651,2024-11-07,Expense,Medicines,-140852,V013,,P014,G002,Tamil Nadu,RTGS,Failed,Medicines
T019652,2024-10-28,Expense,Medicines,-187320,V087,,P015,G007,Maharashtra,RTGS,Completed,Medicines
T019653,2026-06-21,Expense,Salary,-102663,,E199,P015,G014,Madhya Pradesh,NEFT,Completed,Salary
T019654,2025-02-02,Expense,Salary,-55989,,E237,P007,G012,Gujarat,RTGS,Completed,Salary
T019655,2026-02-18,Income,CSR Grant,9532141,,,P006,G003,Uttar Pradesh,Cheque,Completed,CSR Grant
T019656,2024-09-24,Income,CSR Grant,1235933,,,P013,G003,Tamil Nadu,RTGS,Completed,CSR Grant
T019657,2026-01-16,Expense,Office Supplies,-48387,V042,,P004,G003,Tamil Nadu,RTGS,Completed,Office Supplies
T019658,2024-10-20,Expense,Consulting,-80531,V088,,P010,G014,Uttar Pradesh,RTGS,Completed,Consulting
T019659,2026-07-06,Income,International NGO,5914924,,,P008,G017,Tamil Nadu,UPI,Failed,International NGO
T019660,2026-02-24,Income,Government Grant,27783580,,,P011,G018,Maharashtra,RTGS,Completed,Government Grant
T019661,2025-04-29,Expense,Utilities,-74241,V073,,P007,G021,Maharashtra,RTGS,Completed,Utilities
T019662,2025-11-22,Income,Individual Donation,81099,,,P014,G007,Tamil Nadu,Cheque,Completed,Individual Donation
T019663,2025-07-02,Expense,Medicines,-428832,V039,,P010,G007,Madhya Pradesh,UPI,Completed,Medicines
T019664,2026-07-15,Expense,Utilities,-22416,V050,,P008,G015,Gujarat,Bank Transfer,Completed,Utilities
T019665,2024-09-18,Expense,Nutrition Kits,-127788,V054,,P007,G014,Tamil Nadu,UPI,Completed,Nutrition Kits
T019666,2026-01-18,Expense,Office Supplies,-44979,V057,,P003,G017,Uttar Pradesh,UPI,Failed,Office Supplies
T019667,2025-04-27,Income,Government Grant,15626581,,,P007,G017,Rajasthan,Bank Transfer,Completed,Government Grant
T019668,2025-11-19,Income,Individual Donation,79119,,,P015,G022,Karnataka,NEFT,Pending,Individual Donation
T019669,2025-03-14,Income,Corporate Donation,3437536,,,P003,G008,Karnataka,NEFT,Pending,Corporate Donation
T019670,2024-12-24,Expense,Utilities,-39489,V017,,P007,G022,Madhya Pradesh,RTGS,Pending,Utilities
T019671,2024-12-12,Income,CSR Grant,2409856,,,P011,G021,Delhi,NEFT,Failed,CSR Grant
T019672,2026-01-19,Expense,Travel,-29024,V051,,P014,G004,Maharashtra,Bank Transfer,Failed,Travel
T019673,2025-08-26,Expense,Training,-41181,V076,,P006,G011,Karnataka,RTGS,Failed,Training
T019674,2026-06-19,Expense,Office Supplies,-30556,V054,,P003,G020,Rajasthan,Cheque,Failed,Office Supplies
T019675,2024-10-19,Expense,IT Equipment,-332309,V085,,P009,G016,Madhya Pradesh,Cheque,Completed,IT Equipment
T019676,2026-02-17,Expense,Office Supplies,-11813,V091,,P006,G017,Maharashtra,UPI,Completed,Office Supplies
T019677,2026-06-06,Expense,Rent,-93237,V114,,P015,G004,Tamil Nadu,Bank Transfer,Completed,Rent
T019678,2026-04-22,Expense,Office Supplies,-30356,V076,,P014,G025,Madhya Pradesh,RTGS,Failed,Office Supplies
T019679,2025-01-28,Income,CSR Grant,6821655,,,P012,G020,Karnataka,NEFT,Pending,CSR Grant
T019680,2025-03-28,Expense,Utilities,-33399,V094,,P012,G002,Delhi,UPI,Failed,Utilities
T019681,2026-06-07,Income,Individual Donation,50266,,,P007,G013,Uttar Pradesh,Bank Transfer,Pending,Individual Donation
T019682,2024-08-24,Income,Government Grant,37857465,,,P005,G007,Madhya Pradesh,Bank Transfer,Completed,Government Grant
T019683,2026-03-18,Expense,Training,-91842,V059,,P009,G005,Maharashtra,Cheque,Pending,Training
T019684,2025-07-05,Income,Corporate Donation,1079066,,,P003,G012,Delhi,Cheque,Pending,Corporate Donation
T019685,2025-07-07,Income,International NGO,6209017,,,P005,G009,Delhi,Cheque,Failed,International NGO
T019686,2025-08-25,Income,International NGO,23705014,,,P008,G019,Karnataka,RTGS,Completed,International NGO
T019687,2025-04-20,Income,Government Grant,44246413,,,P007,G024,Delhi,NEFT,Completed,Government Grant
T019688,2024-08-22,Income,International NGO,7332560,,,P007,G010,Madhya Pradesh,Cheque,Completed,International NGO
T019689,2025-06-03,Expense,Consulting,-217782,V061,,P007,G013,Karnataka,RTGS,Completed,Consulting
T019690,2025-04-08,Expense,Travel,-49177,V062,,P010,G019,Gujarat,Cheque,Failed,Travel
T019691,2025-08-08,Income,CSR Grant,18441779,,,P012,G011,Gujarat,RTGS,Completed,CSR Grant
T019692,2024-11-08,Expense,Training,-39431,V048,,P003,G002,Maharashtra,NEFT,Pending,Training
